"Tabela 7141 - Taxa ajustada de frequência escolar líquida, por sexo e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2016,UF,22,Piauí,Mulheres,15 a 17 anos no ensino médio,70.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,22,Piauí,Mulheres,18 a 24 no ensino superior,25.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Total,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Total,11 a 14 anos nos anos finais do ensino fundamental,88.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Total,15 a 17 anos no ensino médio,67.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Total,18 a 24 no ensino superior,16.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Homens,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Homens,11 a 14 anos nos anos finais do ensino fundamental,85.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Homens,15 a 17 anos no ensino médio,59.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Homens,18 a 24 no ensino superior,14.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Mulheres,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Mulheres,15 a 17 anos no ensino médio,75.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,23,Ceará,Mulheres,18 a 24 no ensino superior,19.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Total,6 a 14 anos no ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Total,11 a 14 anos nos anos finais do ensino fundamental,80.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Total,15 a 17 anos no ensino médio,59.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Total,18 a 24 no ensino superior,19.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Homens,6 a 14 anos no ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Homens,11 a 14 anos nos anos finais do ensino fundamental,79.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Homens,15 a 17 anos no ensino médio,53.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Homens,18 a 24 no ensino superior,16.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Mulheres,6 a 14 anos no ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,82.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Mulheres,15 a 17 anos no ensino médio,64.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,24,Rio Grande do Norte,Mulheres,18 a 24 no ensino superior,22.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Total,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Total,11 a 14 anos nos anos finais do ensino fundamental,79.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Total,15 a 17 anos no ensino médio,55.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Total,18 a 24 no ensino superior,20.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Homens,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Homens,11 a 14 anos nos anos finais do ensino fundamental,76.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Homens,15 a 17 anos no ensino médio,49.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Homens,18 a 24 no ensino superior,17.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Mulheres,6 a 14 anos no ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,83.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Mulheres,15 a 17 anos no ensino médio,62.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,25,Paraíba,Mulheres,18 a 24 no ensino superior,23.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Total,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Total,11 a 14 anos nos anos finais do ensino fundamental,78.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Total,15 a 17 anos no ensino médio,61.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Total,18 a 24 no ensino superior,19.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Homens,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Homens,11 a 14 anos nos anos finais do ensino fundamental,75.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Homens,15 a 17 anos no ensino médio,55.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Homens,18 a 24 no ensino superior,15.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Mulheres,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,82.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Mulheres,15 a 17 anos no ensino médio,67.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,26,Pernambuco,Mulheres,18 a 24 no ensino superior,22.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Total,6 a 14 anos no ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Total,11 a 14 anos nos anos finais do ensino fundamental,77.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Total,15 a 17 anos no ensino médio,54.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Total,18 a 24 no ensino superior,15.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Homens,6 a 14 anos no ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Homens,11 a 14 anos nos anos finais do ensino fundamental,72.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Homens,15 a 17 anos no ensino médio,46.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Homens,18 a 24 no ensino superior,12.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Mulheres,6 a 14 anos no ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,83.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Mulheres,15 a 17 anos no ensino médio,62.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,27,Alagoas,Mulheres,18 a 24 no ensino superior,18.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Total,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Total,11 a 14 anos nos anos finais do ensino fundamental,76.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Total,15 a 17 anos no ensino médio,50.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Total,18 a 24 no ensino superior,17.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Homens,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Homens,11 a 14 anos nos anos finais do ensino fundamental,68.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Homens,15 a 17 anos no ensino médio,44.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Homens,18 a 24 no ensino superior,14.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Mulheres,6 a 14 anos no ensino fundamental,98.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,84.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Mulheres,15 a 17 anos no ensino médio,57.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,28,Sergipe,Mulheres,18 a 24 no ensino superior,21.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Total,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Total,11 a 14 anos nos anos finais do ensino fundamental,77.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Total,15 a 17 anos no ensino médio,53.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Total,18 a 24 no ensino superior,15.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Homens,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Homens,11 a 14 anos nos anos finais do ensino fundamental,74.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Homens,15 a 17 anos no ensino médio,44.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Homens,18 a 24 no ensino superior,12.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Mulheres,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,79.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Mulheres,15 a 17 anos no ensino médio,62.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Mulheres,18 a 24 no ensino superior,19.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Total,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Total,11 a 14 anos nos anos finais do ensino fundamental,90.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Total,15 a 17 anos no ensino médio,70.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Total,18 a 24 no ensino superior,25.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Homens,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Homens,11 a 14 anos nos anos finais do ensino fundamental,89.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Homens,15 a 17 anos no ensino médio,64.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Homens,18 a 24 no ensino superior,22.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Mulheres,6 a 14 anos no ensino fundamental,98.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,91.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Mulheres,15 a 17 anos no ensino médio,77.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Mulheres,18 a 24 no ensino superior,28.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Total,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Total,11 a 14 anos nos anos finais do ensino fundamental,83.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Total,15 a 17 anos no ensino médio,66.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Total,18 a 24 no ensino superior,24.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Homens,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Homens,11 a 14 anos nos anos finais do ensino fundamental,79.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Homens,15 a 17 anos no ensino médio,61.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Homens,18 a 24 no ensino superior,22.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Mulheres,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,87.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Mulheres,15 a 17 anos no ensino médio,72.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Mulheres,18 a 24 no ensino superior,26.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Total,6 a 14 anos no ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Total,6 a 10 anos nos anos iniciais do ensino fundamental,93.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Total,11 a 14 anos nos anos finais do ensino fundamental,79.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Total,15 a 17 anos no ensino médio,63.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Total,18 a 24 no ensino superior,23.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Homens,6 a 14 anos no ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,93.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Homens,11 a 14 anos nos anos finais do ensino fundamental,77.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Homens,15 a 17 anos no ensino médio,58.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Homens,18 a 24 no ensino superior,21.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Mulheres,6 a 14 anos no ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,93.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,81.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Mulheres,15 a 17 anos no ensino médio,69.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Mulheres,18 a 24 no ensino superior,26.3,%
