"Tabela 7142 - Taxa ajustada de frequência escolar líquida, por cor ou raça e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,77.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Preta ou parda,15 a 17 anos no ensino médio,53.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,29,Bahia,Preta ou parda,18 a 24 no ensino superior,14.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Branca,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Branca,15 a 17 anos no ensino médio,77.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Branca,18 a 24 no ensino superior,34.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Preta ou parda,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Preta ou parda,15 a 17 anos no ensino médio,67.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,31,Minas Gerais,Preta ou parda,18 a 24 no ensino superior,19.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Branca,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,93.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Branca,11 a 14 anos nos anos finais do ensino fundamental,88.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Branca,15 a 17 anos no ensino médio,75.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Branca,18 a 24 no ensino superior,35.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Preta ou parda,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Preta ou parda,15 a 17 anos no ensino médio,62.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,32,Espírito Santo,Preta ou parda,18 a 24 no ensino superior,18.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Branca,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Branca,11 a 14 anos nos anos finais do ensino fundamental,84.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Branca,15 a 17 anos no ensino médio,72.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Branca,18 a 24 no ensino superior,35.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Preta ou parda,6 a 14 anos no ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,92.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,76.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Preta ou parda,15 a 17 anos no ensino médio,57.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,33,Rio de Janeiro,Preta ou parda,18 a 24 no ensino superior,15.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Branca,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Branca,15 a 17 anos no ensino médio,88.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Branca,18 a 24 no ensino superior,36.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Preta ou parda,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Preta ou parda,15 a 17 anos no ensino médio,81.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,35,São Paulo,Preta ou parda,18 a 24 no ensino superior,16.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Branca,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Branca,15 a 17 anos no ensino médio,77.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Branca,18 a 24 no ensino superior,31.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Preta ou parda,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,83.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Preta ou parda,15 a 17 anos no ensino médio,62.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,41,Paraná,Preta ou parda,18 a 24 no ensino superior,13.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Branca,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Branca,15 a 17 anos no ensino médio,74.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Branca,18 a 24 no ensino superior,32.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Preta ou parda,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,86.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Preta ou parda,15 a 17 anos no ensino médio,67.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,42,Santa Catarina,Preta ou parda,18 a 24 no ensino superior,12.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Branca,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Branca,15 a 17 anos no ensino médio,66.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Branca,18 a 24 no ensino superior,30.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Preta ou parda,6 a 14 anos no ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,92.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Preta ou parda,15 a 17 anos no ensino médio,57.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,43,Rio Grande do Sul,Preta ou parda,18 a 24 no ensino superior,13.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Branca,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,85.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Branca,15 a 17 anos no ensino médio,69.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Branca,18 a 24 no ensino superior,35.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Preta ou parda,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,83.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Preta ou parda,15 a 17 anos no ensino médio,49.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,50,Mato Grosso do Sul,Preta ou parda,18 a 24 no ensino superior,17.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Branca,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Branca,15 a 17 anos no ensino médio,87.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Branca,18 a 24 no ensino superior,38.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Preta ou parda,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Preta ou parda,15 a 17 anos no ensino médio,77.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,51,Mato Grosso,Preta ou parda,18 a 24 no ensino superior,21.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Branca,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Branca,11 a 14 anos nos anos finais do ensino fundamental,93.2,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Branca,15 a 17 anos no ensino médio,76.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Branca,18 a 24 no ensino superior,34.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Preta ou parda,6 a 14 anos no ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,92.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.8,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Preta ou parda,15 a 17 anos no ensino médio,66.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,52,Goiás,Preta ou parda,18 a 24 no ensino superior,21.7,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Branca,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Branca,15 a 17 anos no ensino médio,77.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Branca,18 a 24 no ensino superior,48.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Preta ou parda,6 a 14 anos no ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.9,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.5,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Preta ou parda,15 a 17 anos no ensino médio,66.6,%
Taxa ajustada de frequência escolar líquida,2016,UF,53,Distrito Federal,Preta ou parda,18 a 24 no ensino superior,34.2,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Branca,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.5,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Branca,15 a 17 anos no ensino médio,76.6,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Branca,18 a 24 no ensino superior,32.1,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Preta ou parda,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,83.7,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Preta ou parda,15 a 17 anos no ensino médio,63.5,%
Taxa ajustada de frequência escolar líquida,2017,BR,1,Brasil,Preta ou parda,18 a 24 no ensino superior,16.1,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Branca,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Branca,11 a 14 anos nos anos finais do ensino fundamental,80.6,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Branca,15 a 17 anos no ensino médio,65.2,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Branca,18 a 24 no ensino superior,27.3,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Preta ou parda,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,79.6,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Preta ou parda,15 a 17 anos no ensino médio,58.8,%
Taxa ajustada de frequência escolar líquida,2017,GR,1,Norte,Preta ou parda,18 a 24 no ensino superior,15.1,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Branca,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,85.4,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Branca,15 a 17 anos no ensino médio,66.6,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Branca,18 a 24 no ensino superior,23.9,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Preta ou parda,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,80.8,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Preta ou parda,15 a 17 anos no ensino médio,58.8,%
Taxa ajustada de frequência escolar líquida,2017,GR,2,Nordeste,Preta ou parda,18 a 24 no ensino superior,14.0,%
Taxa ajustada de frequência escolar líquida,2017,GR,3,Sudeste,Branca,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2017,GR,3,Sudeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
